"STATISTIC","Statistic Label","TLIST(A1)","Year","C03635V04375","Day","C04349V05129","Hourly Consumption","C04540V05324","Electricity Users","UNIT","VALUE"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1023"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1023"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1023"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1021"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1024"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1025"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1021"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1020"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1016"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1019"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1020"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1022"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1024"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1024"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1023"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1025"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1027"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1026"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1020"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1020"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1023"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1016"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1016"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","076","16 March","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1015"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1020"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1019"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1015"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1015"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1014"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1019"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1018"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1019"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1016"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1018"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1018"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1020"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1022"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1011"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1011"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1006"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1010"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1009"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1005"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1008"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1009"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1005"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1001"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","077","17 March","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","998"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1001"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","995"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","986"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","996"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","997"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1002"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1005"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1006"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1012"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1009"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1008"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1010"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1010"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1009"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1009"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1008"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1006"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1002"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1006"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1007"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1006"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1004"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","999"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","078","18 March","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","999"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1000"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","997"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","990"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","991"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","993"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","996"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1002"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1010"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1015"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1023"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1032"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1039"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1044"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1040"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1034"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1029"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1025"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1026"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1030"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1030"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1026"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1018"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1015"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","079","19 March","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1013"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1015"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1019"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1016"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1007"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1008"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1012"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1019"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1021"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1027"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1029"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1031"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1036"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1042"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1035"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1033"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1028"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1025"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1020"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1017"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1018"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1017"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1010"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1005"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","080","20 March","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1008"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1011"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1010"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1008"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1008"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1002"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1007"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1015"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1020"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1029"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1038"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1034"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1040"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1039"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1044"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1050"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1037"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1036"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1028"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1021"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1018"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1021"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1015"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1008"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","081","21 March","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1008"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1010"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1009"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1007"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1005"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1008"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1016"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1026"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1024"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1027"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1034"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1034"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1046"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1066"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1061"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1054"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1034"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1032"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1025"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1023"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1017"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1014"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1015"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","082","22 March","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1014"
