"STATISTIC","Statistic Label","TLIST(A1)","Year","C04064V04826","Semester","C04065V04827","Fuel Sector","C04063V04825","Pricing Bases","C04062V04824","Electricity consumption bands","UNIT","VALUE"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh",""
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.1605"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1348"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1093"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.0885"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.0824"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.0721"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh",""
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.1988"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1512"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1241"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1006"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.0932"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.0805"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh",""
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2264"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1719"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1399"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1114"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.1033"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.0883"
"TMEGB04","Non-Residential Electricity Prices","2017","2017","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh",""
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.1632"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1393"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1171"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.0955"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.0888"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.0807"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh",""
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2027"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1565"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1321"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1081"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.1004"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.0915"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh",""
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2307"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1772"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1491"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1193"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.1117"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.1011"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh",""
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.1772"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1477"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.124"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1018"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.0951"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.0868"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.0814"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2111"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.161"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1349"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1108"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.1025"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.0965"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.0877"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2408"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1823"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1518"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1227"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.1131"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.1078"
"TMEGB04","Non-Residential Electricity Prices","2018","2018","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.0952"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.1917"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1559"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1294"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1011"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.0931"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.0873"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.0816"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2127"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1628"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1351"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1061"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.097"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.092"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.0848"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2424"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1843"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1524"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1178"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.1058"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.103"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.0925"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.1923"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1545"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1273"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.0987"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.0906"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.0832"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.079"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2138"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1612"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1328"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1036"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.0944"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.0877"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.0819"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2434"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1826"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1499"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1152"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.1031"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.0983"
"TMEGB04","Non-Residential Electricity Prices","2019","2019","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.0893"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.1997"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1593"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1265"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.0967"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.0895"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.0801"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.0757"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2181"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1664"
