"STATISTIC","Statistic Label","TLIST(A1)","Year","C04064V04826","Semester","C04065V04827","Fuel Sector","C04063V04825","Pricing Bases","C04062V04824","Electricity consumption bands","UNIT","VALUE"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1326"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1018"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.0934"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.0846"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.0786"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2483"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1886"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1498"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1129"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.1019"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.0948"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.0855"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.1996"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1526"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1252"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.0987"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.0903"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.0816"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh",""
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2316"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1643"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1339"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1062"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.0959"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.0872"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh",""
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2627"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.186"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1513"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.118"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.1052"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.0974"
"TMEGB04","Non-Residential Electricity Prices","2020","2020","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh",""
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2089"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1662"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1378"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1107"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.1023"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.1002"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.0993"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2513"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1816"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1512"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1215"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.109"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.1082"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.1053"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2849"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.2056"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1705"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1346"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.1185"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.1201"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.1166"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2296"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.1965"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1778"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1588"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.1403"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.1609"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.1703"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2637"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.2097"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.1881"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1676"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.1468"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.167"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.1752"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.299"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.2375"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.2123"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1855"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.1596"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.1859"
"TMEGB04","Non-Residential Electricity Prices","2021","2021","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.195"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.2791"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.227"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.2104"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1874"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.1832"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.1959"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.227"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.3017"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.2353"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.2176"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.1939"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.1882"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.2006"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.2306"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.337"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.2625"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.2417"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.2114"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.2031"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.2213"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.2503"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.3522"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.3164"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.2834"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.2455"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.2312"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.2174"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.2861"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.3688"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.3214"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.2876"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.249"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.2339"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.2209"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.2882"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.4006"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.349"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.3119"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.267"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.2477"
